134B 	-3340	3160
134C 	-3135	3365
134D 	-3500	3155
134E 	-3345	3000
134F 	-3500	3366
134G 	-3345	3366
134H 	-3181	3156
135A 	-3000	3000
135B 	-2840	3160
135C 	-2635	3365
135D 	-3000	3155
135E 	-2845	3000
135F 	-3000	3310
135G 	-2790	3366
135H 	-2681	3156
136A 	-2500	3000
136B 	-2340	3160
136C 	-2135	3365
136D 	-2500	3155
136E 	-2345	3000
136F 	-2500	3366
136G 	-2290	3366
136H 	-2181	3156
137A 	-2000	3000
137B 	-1840	3160
137C 	-1635	3365
137D 	-2000	3155
137E 	-1845	3000
137F 	-1943	3310
137G 	-1790	3366
137H 	-1681	3156
138A 	-1500	3000
138B 	-1340	3160
138C 	-1135	3365
138D 	-1500	3155
138E 	-1345	3000
138F 	-1443	3366
138G 	-1290	3366
138H 	-1181	3156
139A 	-1000	3000
139B 	-840	3160
139C 	-635	3365
139D 	-1000	3155
139E 	-845	3000
139F 	-1000	3310
139G 	-790	3323
139H 	-681	3156
140A 	-500	3000
140B 	-340	3160
140C 	-135	3365
140D 	-500	3155
140E 	-345	3000
140F 	-500	3366
140G 	-290	3323
140H 	-181	3156
141A 	-5000	3500
141B 	-4840	3660
141C 	-4635	3865
141D 	-5000	3655
141E 	-4845	3500
141F 	-4943	3810
141G 	-4790	3823
141H 	-4681	3656
142A 	-4500	3500
142B 	-4340	3660
142C 	-4135	3865
142D 	-4500	3655
142E 	-4345	3500
142F 	-4443	3866
142G 	-4290	3823
142H 	-4181	3656
143A 	-4000	3500
143B 	-3840	3660
143C 	-3635	3865
143D 	-4000	3655
143E 	-3845	3500
143F 	-4000	3810
143G 	-3692	3500
143H 	-3681	3656
144A 	-3500	3500
144B 	-3340	3660
144C 	-3135	3865
144D 	-3500	3655
144E 	-3345	3500
144F 	-3500	3866
144G 	-3192	3500
144H 	-3181	3656
145A 	-3000	3500
145B 	-2840	3660
145C 	-2635	3865
145D 	-3000	3655
145E 	-2845	3500
145F 	-2943	3810
145G 	-2692	3500
145H 	-2681	3656
146A 	-2500	3500
146B 	-2340	3660
146C 	-2135	3865
146D 	-2500	3655
146E 	-2345	3500
146F 	-2443	3866
146G 	-2192	3500
146H 	-2181	3656
147A 	-2000	3500
147B 	-1840	3660
147C 	-1635	3865
147D 	-2000	3655
147E 	-1845	3500
147F 	-1845	3866
147G 	-1692	3500
147H 	-1681	3656
148A 	-1500	3500
148B 	-1340	3660
148C 	-1135	3865
148D 	-1500	3655
148E 	-1345	3500
148F 	-1290	3866
148G 	-1192	3500
148H 	-1181	3656
149A 	-1000	3500
149B 	-840	3660
149C 	-635	3865
149D 	-1000	3655
149E 	-845	3500
149F 	-790	3823
149G 	-692	3500
149H 	-681	3656
150A 	-500	3500
150B 	-340	3660
150C 	-135	3865
150D 	-500	3655
150E 	-345	3500
150F 	-500	3810
150G 	-135	3500
150H 	-181	3656
151A 	0	-3500
151B 	160	-3340
151C 	365	-3135
151D 	0	-3345
151E 	155	-3500
151F 	0	-3134
151G 	365	-3500
151H 	319	-3344
152A 	500	-3500
152B 	660	-3340
152C 	865	-3135
152D 	500	-3345
152E 	655	-3500
152F 	557	-3190
152G 	865	-3500
152H 	819	-3344
153A 	1000	-3500
153B 	1160	-3340
153C 	1365	-3135
153D 	1000	-3345
153E 	1155	-3500
153F 	1057	-3134
153G 	1365	-3500
153H 	1319	-3344
154A 	1500	-3500
154B 	1660	-3340
154C 	1865	-3135
154D 	1500	-3345
154E 	1655	-3500
154F 	1655	-3134
154G 	1865	-3500
154H 	1819	-3344
155A 	2000	-3500
155B 	2160	-3340
155C 	2365	-3135
155D 	2000	-3345
155E 	2155	-3500
155F 	2210	-3134
155G 	2365	-3500
155H 	2319	-3344
156A 	2500	-3500
156B 	2660	-3340
156C 	2865	-3135
156D 	2500	-3345
156E 	2655	-3500
156F 	2710	-3177
156G 	2865	-3500
156H 	2819	-3344
157A 	3000	-3500
157B 	3160	-3340
157C 	3365	-3135
157D 	3000	-3345
157E 	3155	-3500
157F 	3000	-3190
157G 	3157	-3177
157H 	3308	-3500
158A 	3500	-3500
158B 	3660	-3340
158C 	3865	-3135
158D 	3500	-3345
158E 	3655	-3500
158F 	3500	-3134
158G 	3657	-3177
158H 	3808	-3500
159A 	4000	-3500
159B 	4160	-3340
159C 	4365	-3135
159D 	4000	-3345
