163F	593.651	864.439	3254.75
163F	610.082	928.016	3562.17
163F	598.133	881.842	3339.57
163F	589.513	848.355	3177.37
163F	607.596	918.426	3515.91
163F	606.168	912.63	3487.91
163F	584.587	829.491	3086.3
247E	1109.89	-57.0716	3188.07
247E	1108.83	-56.6893	3183.47
247E	1169.83	-81.1468	3457.05
247E	1197.62	-92.4269	3581.81
247E	1141.18	-69.7783	3328.65
247E	1168.43	-80.7383	3450.96
247E	1090.27	-49.2722	3100.56
247E	1166.07	-79.6643	3440.27
52E	-928.708	480.576	3625.66
52E	-726.552	441.047	3101.36
52E	-731.972	442.087	3115.24
52E	-807.271	457.091	3311.45
52E	-818.392	459.255	3339.97
52E	-872.975	469.805	3481.26
52E	-856.31	466.33	3437.67
52E	-723.422	440.552	3093.51
198D	1263.11	532.448	3435.16
198D	1200.71	508.861	3188.13
198D	1297.25	545.174	3569.89
198D	1200.92	508.952	3188.99
198D	1266.55	533.744	3448.81
198D	1237.35	522.744	3333.06
198D	1261.82	531.993	3430.41
198D	1173.26	498.622	3079.5
267G	1157.2	-350.872	3175.49
267G	1192.49	-378.319	3322.89
267G	1157.26	-350.875	3175.72
267G	1158.35	-351.637	3180.27
267G	1221.84	-401.162	3445.63
267G	1252.17	-424.71	3571.93
267G	1218.89	-398.982	3433.22
267G	1220.63	-400.102	3440.25
267G	1140.81	-338.136	3107.03
90H	286.564	-9.99899	3635.31
90H	302.209	15.5792	3241.05
90H	293.135	0.715019	3467.96
90H	305.034	20.1523	3170.33
90H	295.27	4.12296	3419.78
90H	290.906	-3.10442	3528.64
90H	293.098	0.70487	3469.49
90H	309.17	27.2126	3061.54
28F	-32.5355	724.231	3210.15
28F	-68.733	764.375	3454.83
28F	-27.4311	718.426	3175.31
28F	-98.7811	797.925	3658.3
28F	-83.1672	780.561	3552.99
28F	-63.8117	758.997	3421.87
28F	-71.4399	767.088	3472.18
28F	-15.0394	704.853	3092.71
65C	-307.671	230.274	3174.92
65C	-358.685	231.247	3388.35
65C	-361.518	231.165	3399.57
65C	-301.478	230.238	3149.54
65C	-421.683	232.15	3650.59
65C	-392.035	231.611	3527.15
65C	-376.429	231.417	3461.79
65C	-290.337	230.016	3103.01
280E	1495.58	-416.151	3140.36
280E	1578.48	-465.454	3374.92
280E	1627.8	-494.77	3514.19
280E	1512.27	-425.943	3187.57
280E	1558.29	-453.313	3317.59
280E	1588.53	-471.141	3402.87
280E	1587.6	-470.562	3400.45
280E	1480.69	-407.144	3098.42
237D	1154.62	1.74823	3590.25
237D	1099.98	17.9658	3330.19
237D	1071.43	26.48	3193.99
237D	1068.98	27.0841	3182.92
237D	1127.93	9.58676	3464.06
237D	1126.58	10.0243	3457.04
237D	1123.79	10.9538	3444.17
237D	1051.85	32.334	3100.66
30B	245.072	811.199	3429.2
30B	241.994	821.485	3486.23
30B	256.199	774.314	3224.08
30B	258.932	765.094	3172.64
30B	233.458	849.234	3640.86
30B	239.747	828.871	3527.37
30B	243.397	816.373	3458.19
30B	264.296	747.529	3074.71
60E	253.447	439.49	3232.61
60E	230.719	468.631	3642.41
60E	239.707	457.166	3480.53
60E	256.601	435.38	3175.22
60E	242.539	453.496	3429.99
60E	240.604	456.051	3464.78
60E	236.925	460.619	3530.34
60E	262.338	427.774	3069.77
92A	-855.733	-55.6861	3309.14
92A	-778.725	-39.1666	3117.14
92A	-867.151	-58.0669	3337.83
92A	-988.573	-83.9817	3640.61
92A	-774.029	-38.0316	3105.89
92A	-910.663	-67.3384	3446.26
92A	-927.389	-70.8849	3487.91
92A	-777.087	-38.7571	3113.49
203G	623.459	355.533	3244.59
203G	643.34	369.821	3560.12
203G	650.292	374.615	3665.32
203G	614.309	349.424	3102.13
203G	619.401	353.022	3178.15
203G	629.461	359.991	3338.52
203G	639.942	367.302	3506.14
203G	638.936	366.767	3488.48
109D	84.7473	-218.369	3234.67
109D	56.8917	-254.072	3489
109D	84.7532	-218.367	3234.58
109D	62.9596	-246.246	3434.84
109D	36.9122	-279.887	3672.48
109D	88.9618	-212.881	3195.66
109D	50.0118	-262.849	3551.9
109D	57.5137	-253.207	3482.83
109D	97.1694	-202.298	3120.62
15E	-371.161	938.814	3159.86
15E	-462.92	1022.03	3510.31
15E	-428.764	991.276	3380.71
15E	-428.34	990.737	3378.09
15E	-494.58	1051.1	3632.13
15E	-364.666	932.722	3135.01
15E	-350.163	919.59	3079.69
15E	-447.316	1008.06	3451.32
288H	1257.56	-648.834	3161.6
288H	1329.67	-724.311	3425.64
288H	1364.9	-761.055	3554.61
288H	1262.8	-654.282	3180.95
288H	1329.86	-724.47	3426.6
288H	1300.9	-694.037	3320.29
288H	1329.49	-723.912	3424.87
288H	1244.51	-635.172	3113.92
127A	-168.892	-424.389	3201.36
127A	-214.546	-473.999	3438.73
127A	-260.271	-523.672	3676.32
127A	-163.097	-418.151	3171.74
127A	-207.811	-466.749	3403.93
127A	-236.659	-497.982	3554.56
127A	-222.595	-482.672	3480.82
127A	-154.261	-408.533	3126.1
38E	5.88564	690.811	3216.01
38E	-27.4032	728.305	3461.99
38E	-40.0837	742.783	3555.95
38E	10.6969	685.307	3180.19
38E	-53.8998	758.06	3656.15
38E	-22.5802	723.076	3426.77
38E	-29.4991	730.952	3478.26
38E	22.4739	672.063	3094.09
253G	659.212	-196.25	3234.51
253G	691.06	-252.749	3659.52
253G	683.589	-239.393	3558.64
253G	666.759	-209.736	3335.65
253G	678.153	-229.955	3488.31
253G	655.032	-188.409	3177.45
253G	679.287	-231.677	3501.43
253G	651.165	-181.433	3124.59
268B	1244.82	-339.843	3181.28
268B	1240.91	-337.252	3166.56
268B	1240.91	-337.257	3166.57
268B	1310.25	-384.742	3426.06
268B	1344.78	-408.27	3555.27
268B	1309.92	-384.307	3424.47
268B	1282.57	-365.585	3322.18
268B	1224.06	-325.681	3103.54
268B	1311.45	-385.319	3430.26
72B	-930.032	153.546	3635.1
72B	-726.669	163.26	3107.22
72B	-731.784	163.031	3120.2
72B	-806.633	159.393	3314.46
72B	-725.696	163.285	3104.59
72B	-816.889	158.913	3341.49
72B	-873.191	156.383	3487.77
72B	-856.021	157.043	3442.96
210D	1568.05	403.172	3530.4
210D	1444.81	383.141	3162.25
210D	1519.15	395.203	3384.71
210D	1416.73	378.628	3078.17
210D	1501.25	392.426	3330.61
210D	1455.85	385.034	3195.34
210D	1531.16	397.109	3420.53
210D	1526.36	396.357	3406.31
186C	1046.95	583.828	3204.56
186C	1099.39	614.89	3465.57
186C	1125.61	630.386	3594.92
186C	1073.34	599.484	3335.36
186C	1043.44	581.781	3187.1
186C	1099.42	614.925	3465.09
186C	1022.72	569.518	3083.44
186C	1095.38	612.523	3445.15
75D	-397.381	160.508	3162.18
75D	-456.778	156.578	3382.97
75D	-528.479	151.441	3648.14
75D	-391.361	161.114	3140.67
75D	-455.634	156.481	3378.53
75D	-493.805	153.869	3519.74
75D	-477.501	155.034	3459.32
75D	-381.933	161.79	3105.78
100C	300.913	-147.964	3243.69
100C	303.942	-139.374	3171.65
100C	292.025	-174.125	3466.57
100C	285.241	-193.985	3637.58
100C	293.998	-168.324	3418.28
100C	289.727	-181.205	3529
100C	291.89	-174.862	3473.51
100C	308.202	-126.304	3059.93
114H	-460.219	-343.637	3164.72
114H	-523.157	-383.633	3381.38
114H	-605.462	-436.059	3664.86
114H	-454.038	-339.696	3143.69
114H	-521.861	-382.88	3377.55
114H	-564.938	-410.401	3525.42
114H	-548.258	-399.582	3468.04
114H	-448.999	-336.474	3126.63
11B	-877.127	890.259	3087.02
11B	-1038.26	973.987	3455.28
11B	-1102.96	1007.59	3602.8
11B	-873.263	888.344	3078.73
11B	-1022.77	965.937	3419.87
11B	-871.378	887.236	3074.39
17F	-144.284	863.324	3192.47
17F	-228.282	958.614	3645.04
17F	-184.07	908.378	3406.88
17F	-187.826	912.416	3425.99
17F	-207.91	935.377	3535.27
17F	-194.771	920.562	3464.82
17F	-138.533	856.623	3160.94
17F	-124.447	840.594	3085
134A	-623.073	-593.086	3368.55
134A	-555.301	-540.542	3158.4
134A	-720.703	-668.799	3671.47
134A	-549.272	-535.817	3139.82
134A	-623.479	-593.444	3370.16
134A	-673.49	-632.184	3525.26
134A	-655.901	-618.552	3470.26
134A	-548.105	-534.969	3136.48
198F	1310.81	487.129	3567.18
198F	1250.41	468.663	3331.82
198F	1213.05	457.363	3186.26
198F	1276.56	476.698	3433.75
198F	1213.74	457.385	3188.89
198F	1279.58	477.525	3445.65
198F	1186.1	449.123	3081.41
198F	1275.49	476.233	3429.48
210A	1446.25	420.295	3163.13
210A	1569.36	444.895	3530.72
210A	1520.51	435.09	3385.14
210A	1456.91	422.556	3195.25
210A	1501.82	431.37	3329.23
210A	1528.24	436.757	3408.17
210A	1533.05	437.726	3422.51
210A	1416.95	414.608	3076.05
72G	-883.581	198.164	3635.41
72G	-693.945	201.062	3125.63
72G	-688.152	201.236	3110.09
72G	-767.143	200.01	3322.31
72G	-685.777	201.241	3103.95
72G	-775.925	199.909	3346.31
72G	-829.485	199.001	3489.79
72G	-812.53	199.265	3444.36
140H	285.137	-605.561	3253.22
140H	267.815	-707.844	3641.72
140H	288.735	-584.75	3174.59
140H	275.952	-660.305	3461.42
140H	277.59	-650.538	3424.53
140H	272.58	-679.834	3535.42
140H	275.086	-665.702	3481.54
140H	294.027	-553.324	3055.21
45F	-397.171	474.528	3160.35
45F	-526.881	515.02	3640.47
45F	-456.187	493.154	3379.4
45F	-391.189	472.58	3138.71
45F	-476.894	499.439	3455.87
45F	-455.854	492.742	3377.47
45F	-379.145	468.67	3093.58
45F	-492.775	504.241	3514.16
12A	-791.611	931.871	3099.88
12A	-939.198	1018.51	3461.46
12A	-868.436	977.194	3288.33
12A	-998.339	1053.56	3606.59
12A	-786.485	928.745	3087.37
12A	-884.533	986.553	3327.77
12A	-923.521	1009.45	3423.16
12A	-781.017	925.497	3074.08
149B	117.186	-723.972	3207.04
149B	113.382	-735.525	3243.82
149B	124.027	-702.87	3137.72
149B	124.021	-702.854	3137.54
206E	969.469	420.888	3089.84
206E	1040.93	447.921	3480.61
206E	990.818	428.967	3207.72
206E	1014.18	437.789	3334.73
206E	986.547	427.366	3184.14
206E	1063.4	456.276	3604.13
206E	1039.14	447.06	3470.92
206E	1035.5	445.701	3451.63
18E	2.79157	944.774	3212.44
18E	-43.4268	1024.87	3552.22
18E	-26.1759	994.909	3425.45
18E	-30.8898	1003.32	3460.45
18E	-57.27	1048.46	3652.51
18E	7.56866	936.553	3178.02
18E	20.1954	914.793	3085.51
18E	-32.9128	1006.88	3475.82
77H	-65.0011	156.985	3209.78
77H	-103.23	152.059	3450.97
77H	-137.223	147.695	3664.45
77H	-59.6323	157.604	3177.64
77H	-97.5502	152.753	3416.19
77H	-119.716	150.062	3553.91
77H	-48.8776	158.879	3108.16
77H	-107.462	151.659	3478.21
282A	463.896	-671.5	3677.54
282A	462.88	-645.797	3575.23
282A	459.317	-565.18	3253.07
282A	458.52	-545.143	3173.54
282A	460.478	-589.143	3349.71
282A	461.907	-623.724	3487.09
282A	458.368	-538.414	3146.84
192A	466.979	597.243	3556.36
192A	463.333	565.017	3264.56
192A	464.236	573.849	3345.37
192A	468.222	610.042	3672.15
192A	462.215	554.957	3174.34
192A	466.546	594.355	3529.93
192A	465.698	586.96	3462.62
192A	461.543	547.256	3103.09
104B	-493.143	-206.242	3157.75
104B	-493.155	-206.231	3157.77
104B	-557.571	-236.076	3371.35
104B	-644.234	-276.144	3658.19
104B	-481.8	-200.884	3120.53
104B	-487.003	-203.399	3137.48
104B	-585.129	-248.762	3462.37
104B	-602.569	-256.879	3520.5
104B	-557.624	-236.081	3371.58
198E	1305.02	572.019	3427.78
198E	1240.46	545.806	3184.67
198E	1279.74	561.685	3332.63
198E	1340.64	586.332	3562.24
198E	1242	546.47	3190.77
198E	1309.91	573.993	3446.17
198E	1304.54	571.817	3426.54
198E	1211.75	534.17	3076.82
110F	222.701	-273.591	3245.52
110F	222.705	-273.566	3245.53
110F	196.524	-337.425	3650.08
110F	208.089	-309.277	3472.68
110F	210.27	-303.878	3437.53
110F	227.071	-263.108	3179.69
110F	234.584	-244.755	3063.46
110F	207.706	-310.064	3476.05
110F	203.706	-319.698	3538.75
29E	108.771	859.299	3442.77
29E	104.277	868.233	3489.22
29E	88.1369	900.771	3657.87
29E	132.418	811.167	3194.36
29E	99.508	877.916	3539.02
29E	106.922	862.939	3461.74
29E	142.131	791.354	3091.73
17D	-203.702	954.591	3423.01
17D	-159.397	902.433	3189.54
17D	-224.98	979.776	3535.14
17D	-200.312	950.5	3404.79
17D	-245.667	1003.86	3643.31
17D	-153.491	895.302	3158.42
17D	-211.556	963.997	3464.84
17D	-139.403	879.098	3085.16
193H	686.313	564.405	3548.55
193H	663.044	533.216	3242.38
193H	694.427	575.216	3655.88
193H	670.687	543.325	3340.18
193H	658.337	527.035	3179.08
193H	683.193	560.129	3505.68
193H	681.474	557.963	3483.49
193H	652.037	518.674	3096.74
61E	-858.854	322.232	3099.76
61E	-955.357	330.231	3324.19
61E	-938.712	328.891	3285.74
61E	-1083.41	340.767	3621.65
61E	-854.578	322.089	3090.31
61E	-1018.05	335.327	3470.1
61E	-1002.47	334.166	3434.03
61E	-857.619	322.276	3097.25
100F	248.606	-147.99	3244.34
100F	252.483	-140.085	3177.55
100F	235.754	-174.56	3470.8
100F	225.918	-195.069	3646.17
100F	238.01	-169.934	3431.97
100F	235.568	-174.962	3474.79
100F	232.324	-182.01	3535.37
100F	258.83	-126.606	3061.97
35F	-399.043	597.283	3159.4
35F	-458.035	624.646	3377.49
35F	-494.856	641.496	3512.97
35F	-528.781	657.231	3638.07
35F	-458.269	624.646	3378.13
35F	-392.944	594.55	3137.05
35F	-478.751	634.078	3453.69
35F	-380.559	588.801	3091.35
168C	1352.97	854.599	3336.41
168C	1374.79	869.571	3412.47
168C	1309.05	824.271	3184.02
168C	1416.04	898.056	3555.37
168C	1311.96	826.271	3194.36
168C	1275.78	801.463	3068.67
168C	1377.41	871.288	3421.23
168C	1383.47	875.443	3442.2
236D	997.461	8.91434	3490.53
236D	949.394	26.7198	3206.63
236D	970.691	18.7839	3331.91
236D	1017.88	1.62829	3609.63
236D	945.263	28.2451	3181.75
236D	994.219	10.3141	3470.57
236D	991.891	11.1474	3457.14
236D	932.131	32.98	3104.16
201D	326.149	425.509	3667.36
201D	335.988	404.623	3311.16
201D	329.246	418.375	3546.16
201D	331.817	413.234	3459.25
201D	340.106	396.234	3169.54
201D	341.408	393.402	3119.7
201D	335.397	405.807	3331.83
201D	329.984	417.113	3523.62
272C	548.969	-511.422	3174.02
272C	565.677	-610.579	3588
272C	551.733	-527.871	3242.35
272C	569.53	-633.355	3683.38
272C	556.392	-555.597	3358.51
272C	561.979	-587.565	3492.55
272C	547.565	-503.246	3139.72
24A	-530.022	810.751	3139.07
24A	-600.427	854.628	3361.88
24A	-594.967	851.056	3344.05
24A	-683.542	906.319	3624.71
24A	-523.779	806.971	3119.76
24A	-642.465	880.661	3494.81
24A	-626.007	870.569	3442.99
24A	-511.983	799.52	3082.22
